Number of reviews,Last Review Date,Review Scores Rating,Review Scores Accuracy,Review Scores Cleanliness,Review Scores Checkin,Review Scores Communication,Review Scores Location,Review Scores Value,Reviews per month
7,2009-02-17,97,10,9,10,10,9,10,0.43
5,8/29/17,100,10,10,10,10,9,10,1.16
20,10/20/17,98,10,10,10,10,9,9,1.68
49,2009-12-17,93,10,10,10,10,9,9,0.88
14,2011-12-17,100,10,10,10,10,10,10,1.24
0,,,,,,,,,
29,8/31/17,94,9,10,10,10,10,9,0.7
5,2011-05-17,92,9,10,10,10,8,9,0.96
9,7/29/17,89,10,9,9,9,8,9,0.53
12,10/22/17,98,10,10,9,10,9,9,0.79
13,10/15/17,91,8,10,9,10,9,9,0.71
81,2010-09-17,92,9,9,10,10,9,9,2.63
2,2001-01-17,100,10,10,10,10,10,10,0.18
7,8/29/17,100,10,10,10,10,10,10,0.51
14,8/17/17,97,10,10,10,10,9,9,0.48
4,7/31/16,95,9,10,10,10,9,9,0.24
6,2009-10-17,93,10,10,8,9,9,8,0.43
8,2006-09-16,97,10,10,10,9,9,9,0.2
5,7/15/13,92,10,9,10,10,8,8,0.09
26,10/19/16,89,9,10,9,9,9,9,1.04
0,,,,,,,,,
5,7/27/17,95,10,10,10,10,10,10,0.28
4,7/31/17,100,9,10,10,10,8,8,0.21
4,2008-08-16,95,10,10,10,9,9,10,0.21
7,2011-01-17,100,10,10,10,10,9,9,1.78
1,2009-07-17,100,10,8,10,10,10,8,0.24
2,5/28/17,90,10,10,10,10,10,10,0.26
14,2008-05-17,89,9,9,10,10,10,9,0.25
1,2001-02-17,100,10,10,10,10,10,10,0.09
2,8/14/17,80,7,9,10,10,7,8,0.49
0,,,,,,,,,
26,8/15/16,94,10,9,10,10,10,9,0.88
17,8/27/17,96,10,9,10,10,9,9,0.45
17,11/18/17,98,10,9,10,10,9,9,0.39
4,2007-02-17,100,10,9,10,9,10,9,0.11
26,11/26/17,92,9,10,10,10,8,9,2.21
31,11/26/17,90,10,10,10,9,9,9,2.58
0,,,,,,,,,
40,8/24/17,93,9,10,10,10,9,9,1.91
24,9/28/17,100,10,10,10,10,10,10,2.9
12,11/26/17,93,10,10,10,10,10,9,3.67
245,11/24/17,91,9,9,9,9,10,9,3.9
45,10/22/17,97,10,10,10,10,10,9,1.23
41,2011-02-17,91,10,9,9,9,10,9,2.86
12,11/19/17,100,10,10,10,10,10,10,0.9
22,10/29/17,92,9,9,9,10,10,9,0.42
174,2011-03-17,94,10,10,10,10,10,9,5.32
40,9/17/17,97,10,10,10,10,10,9,1.44
0,,,,,,,,,
10,9/25/17,100,10,10,10,10,10,10,0.88
56,11/29/17,94,10,10,10,10,10,9,1.76
102,11/25/17,98,10,10,10,10,10,9,5.13
0,,,,,,,,,
5,2011-05-17,100,10,10,10,10,10,9,0.96
11,2011-12-17,100,10,10,10,10,10,10,1
9,9/17/17,93,10,8,10,10,10,9,0.8
26,11/18/17,94,10,10,10,9,10,9,2.9
26,2011-08-17,95,10,10,10,10,10,9,0.92
123,11/26/17,93,9,10,10,10,10,9,4.96
2,10/15/17,80,10,10,10,6,10,8,0.39
30,10/28/17,95,9,10,10,10,10,9,1.03
37,11/19/17,99,10,10,10,10,10,10,2.43
14,10/22/17,94,10,9,10,10,10,9,1.27
5,5/30/16,92,10,10,10,10,10,9,0.18
2,2011-05-17,80,8,9,9,8,8,7,0.08
4,7/30/17,95,10,10,10,10,9,9,0.37
0,,,,,,,,,
7,9/18/17,89,9,10,9,9,9,8,1.86
2,8/27/17,100,10,8,10,10,8,10,0.57
0,,,,,,,,,
13,11/27/17,95,10,10,10,10,9,9,0.9
0,,,,,,,,,
15,8/17/17,99,10,10,10,10,9,9,0.48
14,11/18/17,98,10,10,10,10,9,10,1
2,2005-06-17,60,4,4,7,6,6,6,0.27
9,10/22/17,93,10,9,9,9,8,8,0.47
11,10/30/17,98,9,10,10,10,9,9,0.52
9,2004-11-17,98,10,10,10,10,10,10,0.47
2,5/28/17,100,10,10,8,9,9,9,0.31
46,11/22/17,95,10,9,10,10,9,9,1.13
11,5/14/17,96,10,10,9,10,9,9,0.64
14,11/20/17,89,9,9,9,10,8,8,3.13
4,2012-04-17,95,10,10,10,10,8,9,4
1,10/24/16,100,10,10,10,10,10,10,0.07
4,10/28/17,100,10,10,10,10,9,10,1.1
5,10/23/17,96,10,10,10,10,9,9,0.63
2,10/23/17,100,10,10,10,10,10,10,0.21
15,5/16/17,100,10,10,10,10,10,10,0.27
8,9/30/17,95,10,10,9,9,9,9,1.4
3,8/28/16,100,10,10,10,10,10,10,0.1
0,,,,,,,,,
9,2008-07-17,96,10,9,10,10,9,10,0.56
7,10/31/17,100,9,10,10,10,9,9,2.44
4,11/20/17,85,8,8,10,9,8,9,3.75
1,2010-02-16,80,6,10,8,10,8,8,0.07
0,,,,,,,,,
13,2/27/17,85,10,8,10,9,7,8,0.63
4,4/30/17,95,10,9,10,10,8,10,0.5
33,10/22/17,96,10,10,10,10,9,9,0.76
0,,,,,,,,,
2,2008-08-17,100,10,10,,10,,,0.37
0,,,,,,,,,
0,,,,,,,,,
6,11/30/17,90,10,10,10,10,10,10,1.08
34,9/18/17,98,10,10,10,10,10,9,0.61
41,2012-02-17,99,10,10,10,10,10,9,1.36
15,2010-09-17,90,9,9,9,9,10,9,0.53
1,6/21/15,80,4,10,10,10,10,10,0.03
10,2002-12-16,92,9,9,10,9,9,10,0.39
27,10/26/17,86,9,8,9,9,10,8,0.61
6,6/14/17,95,10,9,10,10,10,9,0.93
10,2011-12-17,98,10,10,10,10,10,10,1.99
40,7/30/17,85,9,8,9,9,10,9,2.32
12,11/25/17,92,9,9,10,10,10,9,2.88
7,4/18/17,89,9,10,9,10,9,8,0.54
69,2012-02-17,96,9,10,10,10,10,9,6.09
29,11/19/17,96,10,9,10,10,10,9,1.9
8,4/24/17,83,8,7,9,10,10,9,0.85
18,10/17/17,92,9,9,9,10,10,9,1.59
0,,,,,,,,,
1,10/22/17,100,10,10,10,10,10,10,0.67
29,2007-02-17,93,10,10,10,10,10,9,1.9
4,7/18/16,75,10,9,10,10,10,8,0.13
46,11/26/17,99,10,10,10,10,10,10,1.95
19,8/28/17,100,10,10,10,10,10,10,0.67
43,11/20/17,94,10,8,9,10,10,9,1.95
13,2010-06-17,98,10,9,9,9,10,10,0.99
21,2008-03-17,100,10,10,10,10,10,10,0.48
63,10/29/17,98,10,10,10,10,10,9,3.76
16,10/18/17,93,10,9,9,10,10,9,0.26
0,,,,,,,,,
10,8/31/17,98,10,9,9,10,10,10,0.25
29,11/13/17,90,9,10,9,10,9,9,1.63
36,2011-06-17,99,10,10,10,10,10,10,0.92
8,2012-03-17,83,10,10,10,10,10,9,2.18
201,2012-03-17,90,9,9,10,10,10,9,7.11
33,10/29/17,88,9,9,9,9,10,8,2.35
14,11/26/17,93,10,10,10,10,10,9,2.94
15,10/29/17,93,10,10,9,9,10,9,1.09
16,2007-02-17,97,10,10,10,10,10,9,0.5
9,8/28/17,96,10,10,10,10,10,8,0.31
89,11/20/17,90,9,8,9,9,10,9,3.65
11,10/23/17,88,9,9,10,10,10,9,2.1
2,4/23/16,90,10,10,10,10,10,10,0.1
3,11/22/17,100,10,10,10,10,10,10,3
9,3/22/17,96,10,10,10,9,10,10,0.38
1,2010-02-17,100,10,8,10,10,10,10,0.47
26,2011-12-17,97,10,10,10,10,10,10,2.31
5,2008-08-17,92,9,8,9,9,9,9,0.26
11,2008-11-17,93,10,9,10,10,9,9,0.67
5,9/19/17,90,9,8,10,10,10,9,0.85
3,2001-04-14,97,9,10,10,10,9,9,0.06
5,2010-01-17,100,9,10,10,10,9,10,0.18
3,2008-07-17,100,10,9,10,10,10,10,0.6
15,9/17/17,96,10,9,10,10,9,9,0.77
26,10/20/17,99,10,10,10,10,10,10,3.8
0,,,,,,,,,
3,2010-01-16,100,10,10,10,10,10,10,0.2
5,8/14/17,88,9,9,9,9,8,8,0.14
0,,,,,,,,,
4,9/25/17,100,10,10,10,10,9,10,0.27
9,7/16/17,83,9,10,10,10,10,10,1.02
5,2001-02-17,90,9,10,10,10,8,9,0.26
124,9/20/17,93,10,10,10,10,9,9,2.23
39,10/15/17,93,10,9,10,10,9,9,1.18
55,10/22/17,92,10,9,10,10,9,9,2.12
5,11/30/16,96,10,10,10,10,9,10,0.38
13,10/19/17,97,10,10,10,10,9,9,0.44
34,5/28/17,95,10,10,10,10,10,9,1.07
19,2011-11-17,91,10,8,10,10,9,9,0.37
63,11/26/17,96,10,10,10,10,9,9,1.43
4,2004-02-17,100,10,10,10,10,10,10,0.4
221,11/28/17,86,9,9,9,9,9,8,4.93
2,2008-02-16,100,9,10,10,10,9,9,0.06
3,2001-01-17,87,9,9,10,9,7,8,0.22
17,8/25/17,96,10,10,10,10,8,10,1.04
18,11/15/17,88,9,9,10,9,8,8,2.34
7,11/19/17,97,9,9,10,10,10,9,4.57
27,11/19/17,90,9,9,10,9,9,9,2.6
15,10/29/17,99,10,10,10,10,10,9,2.37
0,,,,,,,,,
70,2012-03-17,92,9,9,10,10,10,9,0.85
2,5/16/17,100,10,10,10,10,8,9,0.24
4,2006-02-14,96,10,10,10,10,10,9,0.08
0,,,,,,,,,
97,11/30/17,98,10,10,10,10,10,9,3.84
2,2010-01-17,90,10,10,10,10,10,8,0.33
0,,,,,,,,,
4,4/30/17,100,10,10,10,10,10,10,0.23
15,9/25/16,96,10,10,10,10,9,9,0.8
0,,,,,,,,,
13,8/22/17,97,10,10,10,10,10,10,0.48
1,11/19/17,100,8,10,10,10,10,10,1
19,10/15/17,97,9,10,10,10,10,9,1.06
194,2012-01-17,96,10,10,10,10,10,9,6.11
19,9/18/17,92,9,9,10,9,9,9,1.11
39,11/20/17,98,10,10,10,10,10,9,1.35
10,8/28/17,100,10,10,10,10,10,10,2.01
11,10/23/17,95,10,9,9,9,10,9,3.24
6,11/26/16,93,9,8,10,10,9,9,0.25
1,10/17/17,100,10,10,10,10,10,10,0.6
4,2011-12-17,100,10,10,10,10,9,9,1.64
25,8/14/17,93,10,9,10,9,10,9,0.39
82,2008-09-15,96,10,9,10,10,10,9,1.1
28,2010-01-17,92,9,10,10,10,10,9,2.51
13,11/27/17,93,10,9,10,10,10,9,1.26
0,,,,,,,,,
2,2009-02-16,80,8,8,10,10,7,5,0.11
37,11/16/17,97,10,10,10,10,10,10,4.7
257,11/26/17,99,10,10,10,10,10,10,5.94
17,9/25/17,92,10,9,10,10,9,9,0.88
1,2010-07-17,100,10,10,10,10,10,10,0.5
14,7/22/17,84,9,9,9,10,9,9,1.89
7,2/22/16,91,10,9,10,10,9,9,0.17
3,9/25/17,100,10,10,10,10,10,9,0.69
130,2012-05-16,86,9,8,9,9,9,9,1.69
12,7/31/17,90,10,9,9,9,9,9,0.39
10,9/19/17,100,10,10,10,10,10,10,1.24
6,10/23/17,93,10,10,10,10,10,9,0.29
12,2008-01-16,97,10,10,10,10,10,10,0.42
8,10/29/17,98,10,10,10,10,10,10,0.71
1,6/28/15,100,10,10,10,10,10,10,0.03
1,11/19/17,100,10,10,10,10,10,10,1
20,11/16/17,86,9,8,10,10,9,8,1.27
14,11/30/17,98,10,10,10,10,10,10,1.1
0,,,,,,,,,
99,7/25/17,91,9,9,10,10,9,9,1.92
10,11/27/17,98,10,10,10,10,9,9,2.54
2,2010-10-17,90,10,10,10,10,9,10,0.6
7,2009-03-17,97,10,9,9,10,10,10,0.62
15,11/16/17,95,10,10,10,10,10,10,9.57
171,11/26/17,98,10,10,10,10,10,10,5.26
1,2011-01-16,40,4,2,10,10,8,4,0.08
8,9/17/17,100,10,10,10,10,9,10,1.07
3,2008-12-17,100,10,9,9,10,9,9,0.72
14,2011-12-17,100,10,10,10,10,9,9,0.7
10,9/13/17,98,10,10,10,10,9,9,0.57
0,,,,,,,,,
5,2011-06-17,95,10,10,10,10,8,9,3.33
10,4/29/17,88,9,9,10,9,10,9,0.31
5,2010-05-15,92,8,9,9,10,8,8,0.16
6,2005-04-17,93,10,10,10,10,9,9,0.4
1,8/29/17,100,10,10,,10,,,0.31
1,4/30/17,100,10,10,10,10,10,10,0.14
81,11/26/17,98,10,10,10,10,9,10,2.88
7,2001-01-17,89,10,10,9,9,9,9,0.43
1,10/28/17,100,10,10,10,10,8,10,0.67
16,2011-05-17,100,10,10,10,10,9,10,3.53
3,2008-12-17,100,10,10,10,10,10,10,0.56
12,11/19/17,93,9,9,10,10,8,9,1.24
3,2008-10-17,100,10,10,10,10,9,10,0.19
5,10/27/17,100,10,10,10,10,9,10,1.13
8,8/16/17,98,10,10,10,10,10,10,1.14
31,2007-06-16,88,9,9,9,9,10,9,0.68
28,11/19/17,98,10,10,10,10,10,9,1.56
3,2008-05-17,100,9,10,10,10,10,8,0.22
73,2011-05-17,95,9,9,10,10,10,9,1.63
20,9/26/17,97,10,10,10,10,10,9,0.51
3,10/26/17,100,9,10,10,10,10,10,0.46
3,2005-01-16,100,10,10,10,10,10,10,0.15
11,2010-04-16,95,9,10,9,10,10,9,0.68
1,11/19/17,,,,,,,,1
151,2012-03-17,98,10,10,10,10,10,10,4.98
90,10/25/17,90,9,9,10,9,10,9,3.94
34,2010-03-17,89,9,8,10,10,10,9,0.73
153,2011-05-17,97,10,10,10,10,10,10,1.82
152,9/24/17,89,9,9,9,9,10,9,2.28
27,11/19/17,86,8,9,10,9,10,9,4.4
14,11/23/17,100,10,10,10,10,10,10,0.68
14,7/31/17,91,10,9,10,10,9,8,0.54
0,,,,,,,,,
8,2006-01-15,100,10,10,10,10,10,9,0.15
0,,,,,,,,,
12,9/20/17,93,10,10,10,10,10,9,0.8
22,10/16/17,80,9,8,9,9,9,8,2.33
6,11/17/17,83,9,10,10,10,10,8,2.17
1,7/18/17,100,10,6,10,10,10,10,0.21
66,11/19/17,99,10,10,10,10,10,10,4.76
73,11/14/17,100,10,10,10,10,10,10,1.56
31,11/26/17,77,8,8,9,9,10,8,1.52
7,10/29/17,94,10,9,10,10,10,9,1.83
22,11/27/17,95,10,9,10,9,10,9,0.45
58,2007-03-17,98,10,10,10,10,10,9,1.73
0,,,,,,,,,
0,,,,,,,,,
23,7/30/17,92,10,10,10,10,10,9,1.12
10,2011-04-17,92,10,9,10,10,10,9,2.05
17,2011-05-17,98,10,9,10,10,10,9,1.51
0,,,,,,,,,
6,11/21/14,93,9,8,8,10,9,10,0.11
7,6/18/17,83,9,10,9,9,10,9,0.43
8,2011-11-17,100,10,10,10,10,9,9,2.4
4,8/20/17,95,10,9,9,9,9,9,1
0,,,,,,,,,
17,10/29/17,89,9,9,9,9,9,8,3.31
0,,,,,,,,,
18,2005-04-17,92,10,9,9,10,10,9,0.88
14,3/19/17,91,10,9,9,9,10,9,0.71
2,8/17/17,100,10,9,10,10,10,10,0.47
17,8/28/17,94,10,9,10,10,10,10,1.03
47,2009-10-17,99,10,10,10,10,10,9,0.91
1,12/19/16,100,10,10,10,10,10,10,0.09
21,8/13/15,93,9,9,9,9,10,9,0.33
56,2009-11-17,90,9,9,10,10,10,9,1.53
26,2010-03-17,96,9,10,10,10,10,9,1.35
23,11/16/17,93,9,9,9,10,9,9,2.02
77,2011-11-17,97,10,10,10,10,10,9,4.39
5,10/16/16,96,9,9,10,9,10,10,0.31
1,2001-01-16,100,10,10,10,10,10,10,0.04
14,2011-03-17,100,10,10,10,10,10,10,3.28
0,,,,,,,,,
24,5/29/17,98,10,10,10,10,10,10,0.44
3,11/16/17,53,9,5,5,5,10,7,2.81
19,2009-11-16,93,10,10,10,10,9,9,0.71
6,2007-04-17,93,10,10,9,9,10,10,1.02
3,7/25/17,87,9,7,10,10,10,10,0.18
28,11/20/17,96,10,9,10,10,10,9,0.63
12,2011-04-17,78,8,7,9,9,10,8,0.68
25,2005-06-17,93,10,10,10,10,10,9,1.67
5,8/16/17,100,10,10,10,10,9,9,0.9
9,10/29/17,98,10,10,10,10,9,10,0.67
0,,,,,,,,,
6,9/29/15,90,10,10,10,10,9,9,0.21
6,8/17/17,93,10,10,9,8,10,10,1.4
7,5/27/17,100,10,10,10,10,9,9,0.36
7,1/24/17,83,9,9,9,9,8,8,0.29
4,10/30/17,100,10,10,10,10,9,9,0.29
24,7/23/17,86,9,7,10,9,9,8,0.93
1,2009-03-17,100,,8,,8,,,0.32
28,10/29/17,94,10,9,10,10,9,9,0.86
3,2007-01-17,87,8,10,7,7,7,8,0.54
11,2008-10-17,93,10,9,10,9,9,9,0.55
14,2008-07-16,94,10,10,10,10,9,9,0.39
3,2010-03-17,93,9,9,10,10,9,9,0.27
16,10/29/17,96,10,10,10,10,9,10,0.52
2,8/14/17,100,10,10,10,10,10,10,0.18
1,8/19/17,100,10,10,10,10,10,10,0.28
4,9/30/17,100,10,10,10,10,10,10,0.29
6,2012-03-17,97,10,9,10,10,9,9,0.41
3,5/16/16,100,10,9,10,10,9,9,0.1
8,2009-12-17,98,10,10,10,10,9,10,0.48
3,10/29/17,87,10,9,10,10,9,9,0.51
155,2012-03-17,95,9,10,10,10,9,9,2.36
12,5/28/17,98,10,10,10,10,8,10,0.3
5,9/17/17,100,10,10,10,10,10,10,0.7
0,,,,,,,,,
45,10/17/17,91,9,9,9,9,9,9,1.18
11,8/18/16,98,10,10,10,10,9,9,0.42
0,,,,,,,,,
5,10/31/17,88,10,8,10,10,10,9,1.21
39,2010-03-17,98,10,10,10,10,9,10,2.6
9,2007-02-17,98,9,10,10,10,9,10,0.32
1,11/13/17,100,10,10,10,10,8,10,1
18,9/25/17,98,10,10,10,10,10,10,0.71
18,8/20/17,84,9,9,9,9,10,8,1.42
2,2/18/17,100,10,10,10,10,10,10,0.18
18,6/19/17,95,9,9,10,10,10,9,1.6
79,2012-03-17,99,10,10,10,10,10,10,6.41
10,11/19/17,100,10,10,10,10,9,10,1.85
4,11/28/16,100,10,9,10,10,10,10,0.26
2,10/29/17,100,10,10,10,10,9,10,1.4
0,,,,,,,,,
41,2011-12-17,96,10,10,10,10,10,9,4.32
1,2007-02-17,100,10,10,10,10,10,10,0.19
35,2011-05-17,98,10,10,9,10,10,9,1.33
39,10/26/17,82,8,8,9,9,10,8,2.33
4,2008-11-17,100,10,10,10,10,10,10,0.63
4,5/16/16,100,10,10,10,10,10,8,0.13
8,5/22/17,100,9,10,10,10,10,10,0.54
16,11/26/17,96,10,10,10,10,10,9,6.67
7,8/25/16,94,9,10,10,9,10,9,0.31
29,2011-04-17,94,9,9,10,9,9,9,2.98
5,5/21/17,84,9,9,10,9,10,8,0.58
1,2011-09-17,100,10,10,10,10,10,10,1
2,4/18/17,100,10,10,10,10,10,10,0.13
3,2007-03-17,93,10,9,10,10,10,9,0.15
2,9/23/17,100,10,10,10,10,10,10,0.67
26,7/26/17,95,10,10,10,10,10,9,1.18
0,,,,,,,,,
6,2011-03-16,100,10,10,10,10,10,10,0.4
1,2009-08-17,100,10,10,10,10,10,10,0.34
1,8/24/15,100,10,8,8,8,10,10,0.04
35,11/19/17,91,9,9,10,9,10,9,3.96
2,8/14/17,90,10,7,8,10,10,10,0.47
120,2011-12-17,88,9,9,9,10,10,9,6
0,,,,,,,,,
2,2011-06-17,90,10,9,10,10,10,9,0.7
15,2012-05-16,92,10,10,9,9,10,9,0.96
10,2005-03-17,97,9,8,10,10,10,10,0.15
3,2010-02-17,,,,,,,,1.38
0,,,,,,,,,
0,,,,,,,,,
8,11/21/17,98,10,10,10,10,10,10,1.47
12,11/19/17,97,10,10,9,10,10,9,1.75
11,11/18/17,92,9,9,10,10,10,9,1.43
28,11/22/17,90,9,9,9,10,10,9,2.45
9,7/14/17,98,10,10,10,10,10,9,0.44
7,10/21/17,93,9,10,9,10,9,9,1.36
115,11/28/17,98,10,10,10,10,10,10,1.81
11,2009-07-17,98,10,10,10,10,10,10,0.66
68,2009-06-17,93,10,9,10,10,10,9,2.58
20,10/22/17,100,10,10,10,10,10,10,2.17
31,10/23/17,94,10,10,10,10,10,9,1.08
4,11/20/17,73,7,7,7,7,9,8,4
6,8/28/16,97,9,9,9,10,10,9,0.31
54,2011-12-17,92,9,9,9,9,10,9,3.48
10,2005-01-16,100,10,10,10,10,10,10,0.47
30,11/17/17,82,9,9,9,10,9,8,0.92
34,8/19/17,99,10,10,10,10,10,10,0.88
58,11/19/17,94,10,9,10,10,10,9,4.41
5,2001-04-17,100,10,10,10,10,10,9,0.21
13,9/17/17,94,10,9,10,10,9,9,0.4
84,11/29/17,99,10,10,10,10,10,10,6.55
31,2011-06-17,97,10,10,10,10,10,10,0.71
10,2010-03-17,97,10,9,10,10,9,9,0.38
1,3/30/16,100,10,10,10,10,10,10,0.05
2,9/14/16,90,8,9,10,10,10,7,0.13
5,10/22/17,100,10,10,10,10,9,10,1.46
4,2012-04-17,100,10,10,10,10,10,10,4
4,6/18/17,90,9,10,10,10,9,10,0.17
17,9/18/17,92,10,9,10,10,9,9,0.97
1,10/15/17,100,8,8,10,10,8,10,0.58
13,2010-06-17,89,9,9,10,10,8,8,0.99
1,10/23/16,100,10,10,10,10,10,8,0.07
1,8/14/16,60,2,8,6,2,6,4,0.06
7,10/20/15,100,9,10,10,10,10,9,0.25
1,11/30/17,100,10,10,10,10,8,10,1
5,8/28/16,92,10,10,9,10,10,10,0.23
7,8/28/16,94,9,10,10,10,10,9,0.28
1,11/28/17,100,10,10,10,10,10,10,1
0,,,,,,,,,
12,11/13/16,87,9,9,9,8,9,8,0.7
9,10/15/17,93,10,8,10,10,9,9,2.9
4,9/25/16,100,10,10,10,10,10,10,0.25
36,11/29/17,96,10,10,10,10,10,9,0.63
1,11/19/17,100,10,10,10,10,10,10,1
11,2010-08-17,96,10,9,10,10,10,9,1.23
6,2006-08-16,90,9,9,10,10,9,9,0.32
7,2008-07-17,87,10,10,10,10,9,8,1.09
5,7/16/17,100,10,10,10,10,10,10,0.77
11,8/21/17,98,10,10,10,10,10,10,0.61
9,4/30/17,98,10,10,10,10,9,10,0.34
27,10/30/17,99,10,10,10,10,10,10,1.01
11,2009-03-17,95,10,9,10,10,10,9,0.26
1,10/29/17,100,10,10,10,10,10,10,0.79
7,12/27/16,97,9,9,9,9,9,9,0.37
13,2012-03-17,98,10,10,10,10,10,10,1.16
8,2010-08-17,98,10,10,10,10,10,10,1.18
8,11/19/17,95,10,9,10,10,10,10,0.39
5,11/26/17,96,10,8,10,10,10,9,2.08
14,12/30/16,93,10,9,10,9,9,8,1
0,,,,,,,,,
5,2012-03-17,92,10,10,9,9,8,8,0.79
1,2011-05-17,100,10,10,10,10,10,8,1
12,9/17/17,96,10,9,10,10,9,10,0.67
20,11/26/17,94,10,9,10,9,10,9,0.69
60,10/31/17,99,10,10,10,10,10,10,1.08
8,10/19/17,95,10,10,10,10,9,9,1.69
8,10/22/17,100,10,10,10,10,10,10,0.5
6,2010-09-16,77,9,9,9,8,8,8,0.33
16,10/25/17,91,10,8,10,10,9,9,0.55
5,2012-10-16,92,10,10,10,10,10,10,0.29
18,2010-06-17,96,10,9,10,10,9,9,0.3
19,12/31/16,89,9,9,10,10,9,9,0.78
4,2009-12-16,95,10,10,10,10,10,9,0.1
15,10/29/17,88,9,9,9,10,9,8,0.89
10,10/18/15,92,9,10,10,10,9,9,0.16
5,7/16/17,84,9,8,8,8,9,8,0.21
19,10/18/17,93,10,9,10,10,10,10,1.22
13,11/30/17,98,10,10,10,10,10,9,2.36
11,2010-08-17,96,10,9,9,9,9,9,0.37
22,2011-12-17,98,10,9,10,10,9,9,1.38
0,,,,,,,,,
6,2010-04-15,97,10,10,10,9,9,9,0.21
37,10/28/17,99,10,10,10,10,10,10,4.24
0,,,,,,,,,
2,6/25/17,100,10,10,10,10,10,10,0.25
8,8/14/17,100,10,10,10,10,9,9,0.42
45,11/28/17,99,10,10,10,10,10,10,6.59
1,11/19/17,80,10,10,10,10,8,8,1
37,2005-01-17,96,10,10,10,10,10,10,1.2
2,5/27/17,,,,,,,,
11,2011-12-17,93,10,9,10,10,9,9,0.39
62,10/14/16,94,10,9,10,10,9,9,1.18
1,9/13/16,100,10,10,10,10,10,8,0.07
13,9/24/17,95,10,10,10,10,10,10,0.62
3,8/15/17,93,9,8,9,9,8,9,0.72
10,2011-01-17,100,10,10,10,10,10,9,0.45
31,11/30/17,95,10,9,10,10,9,9,6
20,5/19/17,95,10,10,10,10,10,9,2
11,5/25/17,98,10,10,10,10,9,9,0.58
1,11/14/17,100,10,10,10,10,10,10,1
8,2006-04-17,93,10,10,8,8,8,9,0.54
0,,,,,,,,,
2,4/17/17,100,10,10,10,10,10,10,0.25
6,10/15/17,93,10,9,10,10,8,9,0.2
0,,,,,,,,,
24,10/24/17,97,10,10,10,10,9,9,0.79
9,6/27/17,98,10,10,9,10,10,10,0.32
125,11/26/17,99,10,10,10,10,10,10,4.58
13,2009-03-17,87,8,9,9,9,9,9,1.5
6,10/29/17,100,10,10,10,10,10,10,1.1
13,5/21/17,92,10,9,10,10,9,9,0.32
38,6/22/17,93,10,10,10,10,9,9,0.79
80,11/20/17,97,10,10,10,10,10,10,3.14
10,2006-04-17,74,8,8,8,8,8,7,1.28
1,2009-10-17,100,10,10,10,10,10,10,0.34
6,2012-01-17,83,9,9,10,8,9,8,3.4
44,10/15/17,92,10,9,10,10,9,9,2.21
7,9/29/17,94,10,10,10,10,9,9,0.29
1,8/16/17,100,10,10,,10,,,0.27
22,9/21/17,94,10,9,10,10,10,10,3.27
4,2008-03-17,95,10,10,10,10,9,9,0.24
1,4/23/17,100,10,8,10,10,10,10,0.13
0,,,,,,,,,
40,10/18/17,93,10,10,10,9,10,9,0.78
6,2004-12-17,90,10,10,10,10,9,10,0.32
9,2011-05-17,84,9,7,10,10,8,9,1.39
4,5/13/17,100,10,10,10,10,10,10,0.18
8,11/19/17,93,9,9,10,10,9,9,3.87
2,2009-11-16,100,9,9,10,10,8,10,0.1
10,11/26/17,95,9,9,10,10,10,9,0.75
10,6/24/17,98,10,10,10,10,10,9,0.33
9,8/20/17,95,10,10,10,10,9,9,0.2
22,2008-01-17,99,10,10,10,10,9,10,1.29
9,2011-06-17,100,10,10,10,10,10,10,0.79
1,2010-03-16,100,8,10,10,10,10,8,0.07
2,2002-01-16,100,8,8,9,9,8,8,0.09
4,2008-06-17,93,9,10,10,10,8,9,0.23
0,,,,,,,,,
3,2012-03-17,100,10,10,10,10,8,10,2.05
396,2012-03-17,94,10,10,10,10,9,9,7
6,2012-02-17,100,9,10,10,10,10,9,2.47
18,10/13/17,98,10,10,10,10,10,9,0.92
25,2011-12-17,97,10,10,10,10,9,9,1.22
43,11/26/17,91,9,9,10,10,10,9,1.51
1,8/15/16,100,10,10,10,10,10,10,0.06
14,2011-05-17,91,9,9,8,10,9,10,0.71
47,2010-11-17,93,9,9,10,10,9,9,1.64
26,2008-02-17,98,10,10,10,10,9,9,0.62
0,,,,,,,,,
1,6/30/17,100,10,10,10,10,6,10,0.19
15,9/23/17,100,10,10,10,10,10,9,1.72
3,2011-12-17,100,10,10,10,10,9,10,1.02
10,11/26/17,100,10,10,10,10,9,10,0.51
1,2012-11-16,100,8,8,10,10,10,8,0.08
15,2007-04-17,99,10,10,10,10,9,10,0.62
2,5/28/17,100,10,10,10,10,10,10,0.28
8,2001-09-17,95,10,10,10,10,10,9,0.48
0,,,,,,,,,
1,8/19/17,80,10,10,10,10,8,10,0.28
13,2011-05-17,98,10,10,10,10,10,9,0.88
5,10/15/17,100,10,10,10,10,10,10,0.96
1,11/26/17,100,10,10,10,10,10,10,1
9,11/19/17,100,10,10,10,10,10,10,1.06
16,2011-05-17,99,10,10,10,10,9,9,1.02
2,2008-01-17,100,10,10,10,10,10,10,0.31
18,2008-07-17,98,10,10,10,10,9,9,0.3
2,2008-07-15,100,10,10,10,9,9,9,0.07
101,11/19/17,91,9,9,10,10,9,9,3.74
